protected,verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days
0,0,1,1,0,39,1,8,0,0,14,0,1,0,0,0,1,3145
0,0,1,1,0,4,1,14,1,0,11,0,0,0,0,0,1,3176
0,0,1,12,0,57,1,15,0,0,16,0,1,0,0,1,1,3167
0,0,1,85,0,1087,1,11,0,0,9,0,1,0,0,0,1,3172
0,0,1,3,0,51,1,8,0,0,3,0,0,0,0,0,1,3154
0,0,1,2,0,144,1,15,0,0,11,0,1,0,0,0,1,3146
0,0,1,63,2106,1475,1,11,1,1,15,0,1,0,0,0,1,3156
0,0,1,24,0,160,1,13,0,1,20,0,1,0,0,0,0,3122
0,0,1,80,4169,1270,1,12,1,0,9,1,1,0,0,0,1,3137
0,0,1,90,0,64,1,14,0,1,14,0,1,0,0,0,0,3101
0,0,1,1,0,83,1,9,0,0,12,0,0,0,0,0,0,3049
0,0,1,2,0,4,1,15,1,0,15,0,1,0,0,0,1,3077
0,0,1,1,0,8,1,10,0,0,15,0,0,0,0,0,0,3058
0,0,1,38,279,94,1,12,0,0,8,0,1,0,0,0,1,3039
0,0,1,3,0,16,1,10,0,1,14,0,0,0,0,0,1,3049
0,0,1,6,0,175,1,14,0,0,15,0,0,0,0,0,1,3067
0,0,1,5,0,3,1,15,0,0,13,0,1,0,0,0,1,3016
0,0,1,5,0,18,1,7,0,1,13,0,1,0,0,0,1,2977
0,0,1,3,0,13,1,14,0,1,6,0,1,0,0,0,1,2958
0,0,1,3,0,51,1,12,1,0,12,0,1,0,0,0,1,2977
0,0,1,2,0,49,1,8,0,0,7,0,1,0,0,0,1,2863
0,0,1,19,0,51,1,10,0,0,12,0,1,0,0,0,1,2913
0,0,1,2,0,9,1,11,0,0,10,0,0,0,0,0,1,2891
0,0,1,8,0,13,1,11,0,0,13,0,1,0,0,0,1,2952
0,0,1,4,0,38,1,9,0,0,9,0,0,0,0,0,1,2875
0,0,1,2,0,6,1,8,0,0,11,0,0,0,0,0,0,2851
0,0,1,26,0,27,1,12,0,0,8,0,0,0,0,0,1,2828
0,0,1,3,0,13,1,11,0,0,11,0,1,0,0,0,1,2802
0,0,1,40,943,50,1,14,0,0,14,0,1,0,0,0,1,2793
0,0,1,0,0,17,1,9,0,0,5,0,0,0,0,0,1,2779
0,0,1,6,0,14,1,15,0,1,15,0,1,0,0,0,1,2760
0,0,1,0,0,3,1,12,0,1,6,0,0,0,0,0,1,2720
0,0,1,6,0,20,1,15,1,0,15,0,1,0,0,0,1,2585
0,0,1,1,0,79,1,15,0,1,12,0,1,0,0,0,1,2637
0,0,1,10,0,27,1,15,0,1,18,0,1,0,0,0,1,2622
0,0,1,3,0,15,1,13,0,0,9,0,1,0,0,0,1,2722
0,0,1,38,1772,30,1,14,0,1,7,0,0,0,0,0,1,2663
0,0,1,29,1039,71,1,10,0,1,6,1,0,0,0,0,1,2542
0,0,1,3,0,16,1,12,0,1,13,0,1,0,0,0,1,2564
0,0,1,0,0,43,1,15,1,1,15,0,1,0,0,0,0,2426
0,0,1,7,0,6,1,11,0,1,15,0,1,0,0,0,1,2500
0,0,1,1,0,9,1,15,0,0,8,0,0,0,0,0,1,2476
0,0,1,25,0,38,1,13,0,0,16,0,1,0,0,0,1,2365
0,0,1,64,4986,1177,1,9,0,1,4,0,1,0,0,0,0,2305
0,0,1,4,0,72,1,12,0,0,12,0,0,0,0,1,1,2359
0,0,1,10,0,9,1,15,0,1,17,0,1,0,0,0,1,2288
0,0,1,7,0,4,1,15,0,0,6,0,1,0,0,0,1,2241
0,0,1,9,1515,14,1,15,0,1,13,0,1,0,0,0,0,2245
0,0,1,3,0,87,1,15,0,1,15,0,1,0,0,0,1,2026
0,0,1,10,0,8,1,11,0,1,12,0,1,0,0,0,0,2213
0,0,1,0,0,14,1,11,0,1,11,0,1,0,0,0,1,2190
0,0,1,36,28,1008,1,9,0,0,9,0,1,0,0,0,1,2102
0,0,1,2239,366,260,1,8,0,0,7,0,1,0,0,0,1,1996
0,0,1,1,0,23,1,14,0,1,6,0,1,0,0,0,1,1966
0,0,1,22,227,148,1,15,0,0,10,0,0,0,0,0,0,1942
0,0,1,114,682,12,1,10,0,1,11,0,1,0,0,0,1,1930
0,0,1,3,0,9,1,12,0,1,13,0,1,0,0,0,1,1914
0,0,1,0,0,12,1,8,0,1,12,0,1,0,0,0,1,1911
0,0,1,6,1393,9,1,12,1,0,12,0,1,0,0,0,1,1882
0,0,1,5,0,25,1,15,0,1,3,0,0,0,0,0,0,1884
0,0,1,0,772,98,1,11,0,1,12,0,1,0,0,0,1,1882
0,0,1,5,600,33,1,11,0,1,18,0,1,0,0,0,1,1856
0,0,1,15,1032,4,1,11,0,0,9,0,1,0,0,0,1,1833
0,0,1,2,0,18,1,15,0,1,3,0,0,0,0,0,1,1826
0,0,1,53,0,201,1,14,1,1,20,1,0,0,0,0,0,4498
0,0,1,200,0,193,1,8,0,0,7,0,0,0,0,0,0,3131
0,1,1,472828,1387919,137621,1,14,0,0,16,0,1,0,17,0,1,2341
0,1,1,2059755,4078830,183415,1,14,0,1,48,1,1,4,0,0,1,4956
0,1,1,1261384,771854,55327,1,14,0,1,14,0,1,0,0,0,0,4031
0,1,1,703265,690090,28207,1,14,0,1,21,1,1,1,1,1,1,3808
0,1,1,753981,31638,466071,1,12,1,1,22,0,1,0,0,1,1,5040
0,0,1,211442,58111,27970,1,11,0,1,19,0,1,0,0,0,1,4135
0,0,1,3,68,50,1,8,0,1,9,1,0,0,0,0,0,203
0,0,1,3,10,2,1,9,1,0,33,0,1,0,0,0,0,520
0,0,1,259501,1326,12643,1,9,0,1,9,0,1,0,1,0,0,3895
0,0,1,5165,11492,1348,1,12,0,1,7,0,0,0,0,0,1,3503
0,1,1,1022299,563819,3840,1,10,0,0,8,0,0,0,0,0,1,3490
0,0,1,10441,6765,43482,1,15,0,0,18,0,0,2,0,1,1,2589
0,1,1,1346534,1433420,33535,1,10,0,1,23,0,1,1,0,0,1,5258
0,0,1,31755,64329,433056,1,8,0,1,11,0,1,0,2,0,1,4899
0,1,1,846194,683973,9189,1,11,0,1,12,0,1,1,1,0,1,4746
0,0,1,6065,9530,820,1,11,0,0,10,0,1,0,0,0,1,4544
0,0,1,46975,0,60421,1,15,0,0,20,0,1,1,0,0,0,4474
0,0,1,193971,121110,222697,1,8,0,1,12,0,1,0,7,1,1,4421
0,1,1,1302586,1053489,67199,1,8,0,0,9,0,1,0,0,1,1,4207
0,1,1,472271,389177,5153,1,12,1,1,15,0,1,0,3,1,0,3996
1,0,1,115670,32,12339,1,13,0,1,24,0,1,0,0,0,1,3966
0,0,1,0,6,1,1,5,0,1,6,0,0,0,0,0,1,529
0,0,1,93378,71203,69542,1,8,0,0,19,0,0,0,6,0,1,3700
0,1,1,47713,4658,8053,1,15,1,1,23,0,1,0,0,1,0,3402
0,0,1,6270,7614,19847,1,12,0,1,12,0,1,0,0,1,0,3294
0,0,1,5554,5969,9869,1,14,0,1,15,0,1,0,0,0,0,2811
0,0,1,46412,56302,3098,1,13,0,1,21,0,1,0,15,0,1,2199
0,0,1,232544,221972,72903,1,9,0,0,4,0,1,0,0,0,1,5151
0,1,1,1025171,318032,39707,1,11,0,1,14,0,1,3,0,0,1,4878
0,0,1,367966,121550,13361,1,7,0,0,3,0,0,0,0,0,1,4849
0,0,1,4200,4050,3579,1,15,0,0,13,1,1,3,0,0,1,1196
0,0,1,196397,243744,6055,1,6,0,1,3,0,0,0,0,0,0,4728
0,0,1,346903,433496,55459,1,9,0,0,15,1,0,0,0,0,1,4727
0,0,1,317382,390736,35828,1,9,0,0,19,1,0,0,0,0,1,4485
0,0,1,532,1949,646,1,6,0,1,13,0,1,0,0,0,1,4389
0,0,1,87893,180,150455,1,14,1,0,14,0,1,0,0,0,1,4293
0,0,1,98872,107694,22482,1,14,0,1,5,0,1,0,1,0,1,4238
0,0,1,2959,2971,22919,1,7,0,0,12,0,0,0,0,0,1,4091
0,1,1,210483,2441,7173,1,8,0,0,9,0,1,1,0,1,1,4058
0,0,1,2845,770,9077,1,15,0,0,17,0,1,0,0,0,1,4042
0,0,1,2349,3847,1894,1,12,0,1,8,0,1,0,0,0,1,4031
0,1,1,404469,103143,3949,1,11,0,1,12,0,0,0,0,0,0,3923
0,1,1,1215457,1133885,36540,1,8,0,1,5,0,1,0,0,0,1,3855
0,0,1,560640,353401,58369,1,13,1,0,12,0,1,0,2,1,0,3854
0,0,1,903788,96040,17,1,11,0,0,11,0,0,0,5,0,1,3792
0,1,1,514929,151163,5119,1,14,0,0,15,0,1,0,0,1,1,3724
0,0,1,76494,85111,143999,1,12,0,0,11,0,1,0,1,0,1,3677
0,0,1,7675,8670,89438,1,9,1,0,26,1,0,0,0,0,1,3632
0,0,1,1589215,565,28793,1,15,1,1,12,0,1,1,2,0,1,3408
0,0,1,19575,1286,2898,1,9,0,1,9,0,1,0,0,0,1,3375
0,0,1,195462,216493,84592,1,15,0,0,16,1,1,0,3,1,1,3371
0,0,1,6824,7476,42996,1,13,0,0,14,0,1,4,3,0,1,2865
0,0,1,5896,5578,11272,1,10,0,0,35,1,0,0,0,0,1,2760
0,0,1,63305,8528,12306,1,10,0,0,13,0,0,0,0,1,1,2457
0,0,1,24548,24156,122505,1,8,0,0,7,0,1,2,2,0,1,2447
0,0,1,63128,55299,27135,1,10,1,0,12,0,1,0,0,1,1,2327
0,0,1,22849,28219,636,1,11,0,1,5,0,0,0,4,0,1,2201
0,0,1,204,608,6,1,12,0,1,10,0,1,0,0,0,1,2015
0,0,1,68905,62578,8757,1,11,0,0,29,1,1,1,7,0,1,2013
0,0,1,72111,54357,20685,1,12,0,1,25,0,1,1,1,1,1,1998
0,0,1,9646,10312,9595,1,11,0,1,25,0,1,0,0,0,1,1991
0,0,1,5231,576,629,1,7,0,0,11,0,0,0,0,0,1,1903
0,0,1,1217,2002,995,1,10,0,1,12,0,1,0,0,0,0,1890
0,0,1,127,1781,7,1,14,0,1,6,0,1,0,0,0,1,1875
0,0,1,766,2330,115,1,11,1,1,4,0,1,0,0,0,1,1842
0,0,1,6132,5124,14959,1,15,0,0,7,0,0,0,0,1,1,1832
0,0,1,168,2813,6,1,13,0,1,13,0,1,0,0,0,1,1803
0,0,1,3791,3963,19467,1,10,0,1,20,1,1,0,0,1,0,5075
0,1,1,22822222,357754,106414,1,3,0,1,12,0,1,1,1,0,0,5040
0,0,1,429900,475462,44090,1,9,0,1,12,0,1,1,3,0,1,4898
0,0,1,406877,523477,2650,1,7,0,0,12,0,1,0,0,0,0,4848
0,1,1,304910,274244,80540,1,12,1,0,12,0,1,0,1,0,1,4842
0,0,1,388915,274956,101633,1,15,0,0,17,0,1,0,0,1,1,4793
0,0,1,180345,230890,53423,1,6,0,0,4,0,0,0,0,0,0,4676
0,0,1,5391,2282,1945,1,9,0,0,4,0,1,0,0,1,1,4546
0,0,1,362576,469647,3412,1,6,0,0,12,0,0,0,0,0,1,4534
0,0,1,118024,140161,35073,1,7,0,1,4,0,0,0,0,0,1,4530
0,0,1,212697,172075,648420,1,8,0,0,20,0,0,0,0,0,0,4529
0,0,1,722914,50,449,1,11,0,0,14,0,1,0,0,0,1,4501
0,0,1,232817,132680,122904,1,13,0,1,9,0,1,0,1,0,1,4388
0,0,1,140400,124929,261722,1,12,0,0,13,0,1,0,0,1,1,4365
1,0,1,0,0,0,1,15,0,1,13,0,1,0,0,0,1,131
0,0,1,159018,136946,3814,1,10,0,1,17,0,0,0,0,0,0,4267
0,0,1,413932,362821,2499,1,9,0,0,13,0,1,0,7,1,0,4255
0,0,1,24207,34395,45892,1,13,0,1,5,0,0,0,0,0,1,4227
0,0,1,515691,267325,244711,1,14,0,1,8,0,1,0,0,0,0,4197
0,0,1,33823,89692,5526,1,9,1,0,4,0,1,0,0,0,1,4171
0,0,1,68781,75667,70561,1,7,0,0,19,0,1,0,0,0,1,4158
0,0,1,693658,441744,6140,1,15,0,1,20,0,1,0,0,0,1,4132
0,0,1,325527,414040,118246,1,14,1,1,16,0,0,0,2,0,1,3855
0,1,1,579577,8197,13951,1,13,0,1,14,0,1,0,2,0,1,3848
0,0,1,42191,46561,69977,1,8,0,0,30,0,0,0,0,1,1,3845
0,0,1,339767,133796,390141,1,12,0,1,14,0,1,0,0,1,1,3801
0,0,1,645,1097,941,1,13,1,1,14,0,1,0,0,0,1,3789
0,0,1,315298,249000,10211,1,11,1,1,11,0,1,1,0,0,0,3759
0,0,1,3073,2927,1924,1,8,0,0,4,0,0,0,0,1,1,3753
0,0,1,611731,648251,4528,1,6,0,1,9,0,1,0,0,0,1,3448
0,0,1,76418,6,5660,1,11,0,0,12,0,1,0,0,1,0,3963
0,0,1,551,799,1672,1,9,1,0,24,1,0,0,0,0,1,3347
0,0,1,254170,18549,42820,1,12,0,1,11,0,1,0,0,0,1,3321
0,0,1,69308,47864,50991,1,11,0,1,9,1,1,0,3,0,1,3132
0,0,1,15048,2013,1459,1,15,0,1,19,0,1,0,0,0,1,3078
0,0,1,25310,7425,312468,1,13,0,1,16,0,0,0,0,0,1,2949
0,1,1,675997,74377,33742,1,15,1,0,15,0,1,0,0,1,1,2919
0,0,1,28896,29238,14511,1,11,0,1,6,0,1,0,0,0,1,2901
0,0,1,56309,973,7514,1,12,0,1,18,0,1,0,0,0,1,2717
0,0,1,74159,119,6621,1,13,0,1,21,0,1,0,2,0,1,2654
0,0,1,137113,123099,106588,1,13,0,0,13,0,0,0,4,0,1,2715
0,1,1,32705,174,14432,1,9,0,1,4,0,1,0,0,0,1,2600
0,0,1,92688,72301,12608,1,12,0,1,19,0,1,1,4,0,0,2491
0,0,1,1537,54,160,1,10,0,1,31,0,0,0,0,1,1,2392
0,0,1,3460,3525,1007,1,12,0,1,12,0,1,0,0,0,1,2185
0,0,1,7358,2895,62,1,14,0,1,17,0,0,0,3,1,1,2167
0,0,1,1541,3862,58,1,15,0,1,14,0,1,0,0,0,1,2078
0,0,1,5612,69,41,1,8,1,1,3,0,1,0,0,0,1,1940
0,0,1,21731,22052,8279,1,11,0,1,32,0,0,0,3,0,0,1935
0,0,1,230,440,21,1,15,0,1,6,0,0,0,0,0,1,1906
0,0,1,195,993,4,1,11,0,1,17,0,1,0,0,0,1,1854
0,0,1,98,291,518,1,12,0,1,13,0,1,0,0,0,0,1852
0,0,1,1122,1428,869,1,15,1,0,15,0,1,0,0,0,1,1831
0,0,1,154106,8172,323039,1,9,0,1,11,0,0,2,0,0,1,1818
0,0,1,575,588,1535,1,11,0,0,15,0,1,0,0,0,1,1807
0,0,1,71,1324,68,1,9,0,0,5,0,1,0,0,0,0,1800
0,1,1,1015255,2738,40903,1,10,0,1,18,0,1,2,0,1,0,4993
0,0,1,69149,48081,69618,1,11,0,1,27,1,0,1,0,1,1,4945
0,0,1,49028,47449,12002,1,14,1,1,15,0,1,0,0,1,1,4899
0,0,1,356650,279861,11321,1,7,0,0,15,0,1,0,2,1,1,4892
0,0,1,75283,74878,247118,1,14,0,0,20,0,1,1,0,0,1,4726
0,0,1,404015,454166,55479,1,8,1,1,9,0,1,0,0,0,1,4563
0,0,1,491935,134049,18662,1,13,0,1,7,0,1,0,0,0,0,4545
0,0,1,216991,176480,1561,1,11,0,1,14,0,1,0,0,0,1,4513
0,0,1,1022,182,1076,1,14,0,1,19,0,1,1,0,0,1,4437
0,0,1,31959,2399,30106,1,15,0,0,18,0,1,0,0,0,1,4184
0,0,1,982494,1108066,10488,1,11,0,1,12,0,0,1,0,0,1,4109
0,0,1,904,27,18,1,8,0,1,7,0,1,0,0,0,1,4103
0,1,1,198982,182850,38217,1,9,0,1,12,0,1,1,1,1,1,4057
0,0,1,148306,115215,127140,1,13,0,0,17,0,1,1,0,0,1,3988
0,0,1,11685,16882,8940,1,10,0,0,13,0,1,0,0,0,1,3973
0,0,1,40748,26515,4577,1,15,0,1,8,0,1,0,0,0,1,3928
0,0,1,0,0,0,1,13,0,1,13,0,1,0,0,0,1,583
0,0,1,0,2,0,1,10,0,1,11,0,1,0,0,0,0,895
0,0,1,60749,0,5291,1,12,0,1,13,0,1,0,0,0,1,3738
0,0,1,56532,172,40249,1,14,0,0,15,0,1,0,0,1,0,3426
0,0,1,154151,218941,3711,1,9,0,1,10,0,1,0,9,1,1,3412
0,1,1,143013,126874,4361,1,10,0,1,11,0,1,0,0,0,1,3302
0,0,1,502160,557652,273409,1,12,0,0,20,0,1,0,7,0,1,3224
0,0,1,6106,8837,1868,1,13,0,0,13,0,1,0,0,0,0,2965
1,0,1,0,0,3,1,5,0,1,8,0,0,0,0,0,1,527
0,1,1,153791,644,2699,1,13,0,0,18,0,1,0,0,0,1,2869
0,0,1,6924,6028,9298,1,9,1,1,5,0,1,0,3,0,1,2453
0,0,1,31846,67997,2561,1,13,1,0,10,0,1,0,0,0,1,2431
1,0,1,17,17,3110,1,6,1,0,2,0,0,0,0,0,0,1402
0,0,1,771,3929,454,1,12,0,0,11,1,1,0,0,0,1,2268
0,0,1,570,1018,859,1,15,0,0,11,0,1,0,11,0,1,1936
0,0,1,2786,3432,40,1,12,0,1,11,0,1,0,0,0,1,1912
0,0,1,1007,3148,215,1,15,1,1,15,0,1,0,0,0,1,1845
0,0,1,12,59,4,1,10,1,0,10,0,1,0,0,0,1,275
0,0,1,45,0,7,1,15,0,0,10,0,0,0,0,0,1,1796
0,0,1,8839,10203,1806,1,12,1,0,11,0,0,0,0,0,1,1794
0,0,1,89,816,2,1,14,0,1,7,0,0,0,0,0,1,1784
0,1,1,1541839,1181919,27394,1,14,0,1,15,0,1,2,2,0,1,5016
0,1,1,159484,117288,18055,1,12,0,0,8,0,1,1,0,0,1,4914
0,0,1,470330,253039,54673,1,11,1,1,11,0,1,0,0,0,1,4777
0,0,1,0,5,0,1,8,0,0,8,0,1,0,0,0,0,465
0,0,1,386062,385526,165994,1,9,0,1,9,0,1,1,0,0,1,4698
0,0,1,11481,2803,6769,1,12,0,1,32,0,1,0,0,0,1,4659
0,1,1,196349,21653,23958,1,14,0,0,9,0,1,0,3,0,1,4535
0,0,1,2782,5346,250,1,11,1,0,16,1,0,0,0,0,1,4521
0,0,1,115329,145629,39197,1,7,0,1,4,0,0,0,0,1,1,4495
0,0,1,115133,78548,101475,1,14,1,0,13,0,0,0,0,0,0,4370
0,0,1,1681,1410,5429,1,15,0,1,14,0,1,0,0,0,1,4153
0,0,1,42341,37876,9913,1,8,0,1,10,0,0,0,0,0,1,3767
0,0,1,145519,148360,53010,1,12,0,1,10,0,1,0,1,1,1,3710
0,0,1,0,0,270,1,5,1,0,3,0,0,0,0,0,0,806
0,0,1,3511,280,599,1,7,0,1,7,0,0,0,0,0,1,2954
0,0,1,13042,16720,30,1,9,0,0,9,0,1,0,0,0,1,2895
0,1,1,887441,662155,43986,1,13,0,0,19,0,1,1,0,0,1,2803
0,0,1,101218,27510,4384,1,13,0,1,10,0,1,0,5,1,1,2479
0,0,1,282,1576,526,1,12,0,1,4,0,0,0,0,1,0,2406
0,0,1,30845,29536,20554,1,12,0,0,15,0,1,0,0,0,1,2327
0,0,1,408,534,688,1,15,0,0,12,0,0,0,0,0,1,2218
0,0,1,591,787,343,1,14,0,1,20,0,1,0,1,1,1,2207
0,0,1,65,286,319,1,14,0,1,16,0,1,0,0,0,1,2108
0,0,1,21,18,1,1,8,0,0,8,0,1,0,0,0,1,119
0,0,1,92,0,64,1,9,0,1,11,0,1,0,0,1,0,1869
0,0,1,25370,30046,143,1,15,0,0,11,0,1,0,0,0,1,1866
0,0,1,190,2430,97,1,15,0,1,50,0,0,0,0,0,1,1799
0,0,1,353,1100,53,1,9,0,0,13,0,0,0,0,0,1,1794
0,0,1,3803,621,1081,1,13,0,0,14,0,1,0,0,0,0,1782
0,0,1,1237,992,26,1,9,1,0,14,0,1,0,0,1,1,1780
0,0,1,113916,89408,34875,1,14,0,1,10,0,1,1,0,0,1,5726
0,0,1,3,10,1,1,6,0,1,12,0,0,0,0,0,1,262
0,0,1,76855,893,9513,1,15,0,0,16,0,1,0,0,0,1,5129
0,0,1,40206,44164,64123,1,12,0,1,18,0,1,0,2,0,1,5103
0,0,1,3,0,0,1,15,0,1,18,0,1,0,0,0,1,2718
0,0,1,1130,614,54,1,8,0,0,8,0,1,0,1,0,0,4976
0,0,1,13453,10373,71479,1,8,0,1,14,0,1,0,0,1,1,4910
0,0,1,4266,2453,26830,1,7,0,1,18,0,1,0,0,1,1,4885
0,0,1,230218,225561,34183,1,15,0,1,18,0,1,0,5,0,1,4866
0,0,1,143925,86414,87721,1,13,0,1,5,0,0,0,0,0,1,4670
0,0,1,70522,17689,19140,1,11,0,1,39,1,1,3,4,0,1,4595
0,0,1,20,0,16,1,12,0,1,12,0,1,0,0,1,1,4527
0,0,1,1632,2477,1005,1,15,1,0,13,0,0,0,0,0,1,4500
0,0,1,25968,59325,2639,1,15,0,1,14,0,1,0,0,0,1,4485
0,0,1,195300,153748,114983,1,12,0,1,14,0,1,0,1,1,1,4472
0,0,1,4454,5428,18296,1,7,0,0,5,0,1,0,5,0,1,4352
0,0,1,7559,5969,5046,1,15,1,1,15,0,1,0,0,1,1,4261
0,0,1,48,0,90,1,5,0,1,14,0,1,0,0,1,1,4200
0,0,1,38169,35148,37972,1,13,1,1,15,0,1,0,1,0,1,4161
0,0,1,0,11,2,1,13,0,1,12,0,1,0,0,0,1,889
0,0,1,329,0,2853,1,13,0,1,13,0,1,0,0,0,0,4024
0,0,1,209520,190020,9299,1,15,0,1,16,0,1,0,0,0,1,3961
0,0,1,30,211,14,1,15,0,1,7,0,1,0,0,0,1,3954
0,0,1,3779,4828,5735,1,12,0,1,10,0,1,0,4,0,1,3953
0,0,1,37179,37187,119039,1,15,1,1,19,0,1,1,4,0,1,3891
0,0,1,1393,8172,1817,1,15,0,1,15,0,1,0,0,0,1,3777
0,0,1,15279,11073,300639,1,14,0,1,22,1,1,0,0,0,1,3777
0,0,1,2002,0,1,1,15,0,1,15,0,1,1,0,1,1,3594
0,0,1,8,410,2,1,7,0,1,11,0,1,0,0,0,1,3527
0,0,1,9617,14020,9517,1,10,0,1,12,0,1,1,0,0,1,3479
0,0,1,79499,105489,124571,1,10,0,1,11,0,1,0,0,1,1,3472
0,0,1,131,204,122,1,15,0,1,17,0,1,0,0,0,0,3444
0,0,1,28,372,12,1,12,0,1,11,0,1,0,0,0,1,3341
0,0,1,6220,4969,31106,1,9,0,1,13,1,1,0,0,0,1,3210
0,0,1,6537,6806,1104,1,12,0,1,43,0,0,0,0,0,1,3196
0,0,1,4006,4994,126,1,15,0,1,17,0,1,0,0,0,1,3054
1,0,1,9193,10024,2561,1,11,0,1,5,0,0,0,1,0,1,3072
0,0,1,5075,5421,2597,1,11,0,1,12,0,1,0,0,0,1,2807
0,0,1,5201,4537,1700,1,15,1,0,15,0,1,0,0,0,1,2795
0,0,1,1935,4336,1683,1,14,0,0,15,1,1,0,0,0,1,2792
0,0,1,8474,7597,407,1,13,0,1,29,0,1,0,0,0,1,2766
0,0,1,274,1812,132,1,9,0,1,7,0,1,0,0,0,1,2679
0,0,1,452,1645,9,1,15,1,0,16,0,1,0,0,0,1,2577
0,0,1,652,963,2374,1,13,0,1,14,0,1,1,2,0,1,2529
0,0,1,12408,15303,3969,1,15,1,1,18,0,1,0,0,1,0,2512
0,0,1,370,565,277,1,15,0,1,15,0,1,0,0,0,1,2447
0,0,1,112,0,1,1,15,0,0,10,0,1,0,0,0,1,2396
0,0,1,10,0,6,1,14,0,0,11,0,1,0,0,1,0,2370
0,0,1,11,366,1,1,11,0,0,8,0,1,0,0,0,1,2352
0,0,1,240,0,124,1,14,0,0,3,0,0,1,0,0,0,2351
0,0,1,660,678,26148,1,11,0,0,16,0,1,0,1,0,1,2270
0,0,1,344,1008,164,1,10,0,0,17,0,1,0,0,0,0,2267
0,0,1,20275,703,14500,1,14,1,0,21,0,1,0,3,0,1,2152
0,0,1,1056,3801,528,1,8,1,1,9,1,1,0,0,0,1,1917
0,0,1,428,541,525,1,15,0,1,24,0,1,0,0,0,1,1911
0,0,1,873,3837,85,1,13,1,1,10,0,1,0,0,0,1,1885
0,0,1,180,1244,35,1,15,0,1,17,0,1,0,1,0,1,1850
0,0,1,181,333,95,1,13,1,0,12,1,0,0,0,0,1,1848
0,0,1,16,24,4,1,15,0,1,11,0,1,0,0,0,0,1771
0,0,1,35530,44283,287996,1,8,0,0,12,0,1,0,1,0,1,3775
0,0,1,29334,27320,23807,1,15,0,1,47,1,1,0,0,1,1,3479
