verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days
0,0,148,784,8724,0,6,0,1,13,0,1,0,0,0,1,4028
1,0,625025,414,6837,0,11,0,0,12,0,1,0,0,0,1,4337
0,1,16,0,61,1,9,0,1,17,0,1,0,0,1,1,4077
0,0,1,0,1562,1,8,0,1,15,0,1,0,0,0,0,4237
0,1,9,0,37,1,15,0,1,15,0,1,0,0,1,1,4345
0,0,8,46,1816,1,8,0,0,6,0,1,0,0,0,0,3036
0,0,118,155,10059,0,11,0,0,6,0,0,0,0,0,1,4940
0,0,13,0,3162,1,12,0,0,7,0,0,0,0,0,0,3556
0,1,259,238,996,0,13,0,0,15,0,1,0,0,0,0,3139
0,1,747,1178,4984,0,9,0,1,20,0,1,0,4,0,1,3804
1,1,12283,1467,19750,0,11,0,1,12,0,1,2,0,0,1,4342
0,1,329,946,5090,0,9,0,1,16,0,1,0,0,0,1,2215
1,1,186640,29,28440,0,15,0,1,17,0,1,0,1,1,1,4036
0,1,1,20,246,1,15,0,0,15,0,0,0,0,0,1,2582
0,0,8,0,98,1,10,0,1,17,0,0,0,0,0,0,4050
0,0,291,435,8055,0,8,1,0,5,0,0,0,0,0,1,4152
0,1,805,0,25626,0,10,0,0,5,0,0,0,0,0,1,4055
0,1,1574,959,49714,0,8,0,1,5,0,1,0,1,0,1,4961
0,0,143,250,4448,0,6,0,1,5,0,1,0,0,0,0,4388
0,1,80,328,517,1,10,0,0,5,0,0,0,0,0,0,3367
1,0,43551,161,16135,0,14,0,0,15,0,1,1,1,1,1,4335
0,0,15,108,1812,0,14,0,1,14,0,1,0,0,0,0,3261
0,0,12,708,30,1,7,0,1,13,0,1,0,0,0,1,2931
0,1,23516,511,39864,0,8,0,0,9,0,1,0,0,0,1,2683
0,1,260,0,8764,1,13,1,1,15,1,1,0,5,0,1,4035
0,0,2929,2823,264203,1,8,0,1,6,0,0,0,0,1,1,4324
0,1,0,0,482,1,13,1,1,14,0,1,0,0,0,1,3833
1,1,1640899,310,17128,0,14,1,0,14,0,0,0,0,0,1,4672
1,0,2907783,228,10210,0,13,0,0,6,0,1,0,0,1,1,3915
1,1,2566,3275,12818,0,6,0,1,17,1,1,5,0,0,1,4365
0,1,241,174,2400,0,11,1,0,7,0,0,0,0,0,0,4078
0,1,831234,84,5378,0,11,1,1,20,0,1,0,0,0,1,4125
0,1,58260,38034,24833,0,15,0,1,17,0,1,0,1,0,1,5210
0,0,627,1,37176,1,13,0,1,14,0,1,0,0,0,1,1851
0,1,27,84,10,1,9,0,0,20,0,1,0,0,0,1,1863
0,1,118,140,4259,0,11,0,1,5,0,1,0,0,0,1,4142
0,1,37,156,2540,0,10,0,1,10,0,1,0,0,0,0,4254
0,1,29,171,2037,1,9,0,0,10,0,1,0,0,0,1,4664
0,0,51,230,3674,1,15,1,0,1,0,0,0,0,0,0,3571
0,0,0,0,144,1,15,0,0,9,0,0,0,0,0,0,1936
0,0,3,36,2227,1,10,0,0,8,0,1,0,0,0,1,2621
1,1,6621,1628,21520,0,12,0,1,10,0,1,2,0,0,1,4868
0,0,4,0,1899,1,9,1,0,9,1,1,0,0,0,0,3459
0,1,33,0,137,0,13,1,0,11,1,0,0,0,0,0,3896
0,1,25186,7951,12157,0,11,0,0,12,0,1,0,8,0,1,4137
0,1,5180,4871,42649,0,15,1,1,12,0,1,0,0,0,1,3146
1,1,935930,349,4242,0,14,0,1,16,0,1,0,0,0,1,4791
1,1,2396204,800,26370,0,14,0,0,16,0,0,0,0,1,1,3847
0,1,2429,590,112405,0,13,0,0,17,0,0,0,0,0,1,3516
0,1,101,385,10876,0,9,0,0,7,0,1,0,0,0,1,4755
1,1,1237671,1244,7348,0,11,0,0,2,0,0,0,0,0,1,4489
0,1,9115,586,17113,0,7,0,0,5,0,0,1,0,0,1,4957
0,1,232,178,12215,0,10,1,1,15,0,1,0,0,0,1,4386
0,1,66,47,704,0,12,0,0,6,0,1,0,1,0,1,2013
0,1,48,0,2753,1,15,0,1,20,0,1,0,0,0,0,3700
0,1,1354,2171,21877,0,11,0,1,11,0,1,0,3,0,1,4191
0,1,81,437,2181,0,10,0,0,13,0,1,0,0,0,0,4178
1,1,1398668,1774,48266,0,9,0,0,16,0,1,0,0,1,1,4819
0,1,25,66,4491,1,7,0,0,12,0,1,0,0,0,1,2934
1,1,787001,1211,32254,0,6,0,0,15,0,1,0,0,0,1,4898
1,0,1104014,37,1618,0,15,0,0,6,0,1,0,0,0,1,2922
0,1,27,279,1438,1,11,0,0,11,0,1,0,0,0,0,3273
0,0,4,41,6,1,8,0,1,12,0,1,0,0,0,0,1906
1,1,89608,2312,50965,0,8,0,1,10,0,1,0,0,0,1,4872
1,1,534331,2676,30597,0,12,0,0,13,0,1,0,0,0,1,4981
1,1,387760,712,3434,0,14,0,1,16,0,1,4,0,0,1,4988
0,1,153,454,1867,0,15,0,0,11,0,0,0,0,0,1,3129
1,1,1246546,12449,35415,0,9,0,0,9,0,1,0,0,0,1,5210
0,0,1609,219,53133,0,14,0,0,3,0,0,0,0,0,1,1958
1,1,133781,5967,10777,0,14,0,1,15,0,1,0,0,0,1,4868
0,1,82753,0,75621,1,13,0,0,19,0,0,0,0,0,1,3950
0,1,161,0,4093,1,8,0,0,7,0,1,0,0,0,1,3654
1,1,1559928,374,2568,0,10,0,0,11,0,1,3,0,0,1,4938
0,1,15884,363,38557,0,10,0,1,2,0,1,0,3,0,1,3937
0,1,13,0,3223,1,10,0,0,16,0,0,0,0,0,0,4085
0,1,391,687,701,0,8,1,1,14,0,1,0,4,0,1,1901
0,1,828249,5191,25779,0,8,0,1,14,0,1,0,0,0,1,4593
0,1,479,652,1457,0,13,0,0,19,0,1,0,0,0,1,2001
0,0,116726,4,78274,1,11,0,1,12,0,1,0,0,0,1,4874
0,1,1564,914,92499,0,11,1,0,2,0,0,0,0,0,1,3828
0,1,247,0,8453,1,13,1,0,49,0,1,0,0,0,0,4323
1,1,18956,1665,20179,0,14,0,1,15,0,1,1,0,0,1,3409
0,1,488,940,1458,0,8,0,1,4,0,1,0,0,0,0,5235
0,0,0,0,231,1,12,0,0,14,0,0,0,0,0,1,1936
0,0,17,0,66,1,10,0,0,15,0,1,0,0,1,1,3302
0,0,10,38,1325,1,15,0,0,14,0,1,0,0,0,1,2226
0,0,2,0,172,0,14,0,0,10,0,1,0,0,0,1,2225
0,0,5,0,51,1,10,0,1,16,0,1,0,0,1,1,3149
0,1,3979,386,52454,0,13,1,0,16,0,1,0,0,0,1,2951
0,0,188,0,6099,0,11,0,0,7,0,1,0,0,0,1,3549
0,1,2249,2655,5170,0,9,0,0,10,0,1,4,0,0,1,4470
0,1,530,1,16061,0,12,0,1,32,0,1,0,0,0,1,2782
0,1,1355,5001,101337,0,14,0,1,42,0,1,2,0,0,1,4155
1,1,4221147,205,24569,0,13,1,0,18,0,1,0,0,0,0,4534
0,0,20,0,2247,0,11,0,0,13,0,0,0,0,0,0,5132
0,0,8,0,55,1,10,1,1,14,0,1,0,0,1,1,3357
0,1,58,18,2533,1,15,0,1,12,0,1,0,0,0,1,3751
0,0,10,41,1836,1,12,1,1,10,0,1,0,0,0,0,4281
0,1,311,711,6877,1,14,0,1,12,0,1,2,0,0,1,2750
0,1,1422,1402,21925,0,15,0,1,6,0,0,1,0,0,1,3319
0,0,433,1692,6096,0,13,0,0,15,0,1,0,0,0,1,4923
0,1,94,101,5168,0,10,0,1,10,0,1,0,0,0,0,4908
0,1,141,414,3047,0,15,0,1,9,0,1,0,0,0,1,3510
0,1,88,190,2255,1,8,0,1,8,0,1,0,0,0,1,3701
0,1,18,0,263,0,9,0,0,14,0,1,0,0,0,1,4387
0,0,0,0,117,1,14,0,0,15,0,0,0,0,0,1,1935
0,0,170,540,1822,0,12,1,1,6,0,1,0,0,0,0,3870
0,1,118,224,6849,0,14,0,0,14,0,0,0,0,0,1,4449
0,0,224323,61,1595,0,13,0,1,14,0,1,1,0,0,1,3508
1,1,56702,1552,8601,0,14,0,1,17,0,1,0,0,0,1,4954
0,1,1001,3005,4156,0,14,0,0,19,0,1,0,7,0,1,3435
1,0,360919,2393,6792,0,8,0,0,9,0,1,0,0,0,1,2889
0,1,5090,3881,9887,0,6,0,0,45,0,1,0,0,0,1,4999
1,1,437017,3107,29495,0,10,1,1,10,0,1,0,0,1,1,4691
1,1,4916,1472,3223,0,8,0,0,12,0,1,0,0,1,1,4764
0,1,90,57,2783,0,12,0,0,11,0,0,0,5,0,1,3917
0,0,2,0,33,1,8,0,0,12,0,1,0,0,1,1,3017
0,1,10,0,2158,1,12,0,1,14,0,1,0,0,0,1,2089
0,0,318,76,1359,0,13,0,0,8,0,0,0,0,0,0,1985
0,0,1597,2455,884,0,13,0,1,12,0,1,0,0,0,1,3292
0,1,284,295,12581,0,12,0,0,11,0,1,0,0,0,1,3505
1,1,8597,2904,15422,0,14,0,1,15,0,1,3,0,0,1,4497
0,1,8,0,3269,1,8,1,0,11,0,1,0,0,0,0,4679
0,0,16,0,95,1,13,0,1,9,0,1,0,0,0,1,3183
0,1,417,522,6086,1,12,0,1,5,0,1,0,0,0,1,3918
1,0,12714,3158,10384,0,13,0,0,14,0,1,0,1,0,1,2641
0,1,1508,3432,217155,0,15,0,1,11,0,1,6,1,0,1,3149
0,1,6,125,1330,1,15,0,0,11,0,1,0,0,0,1,2899
0,1,286672,0,72589,0,9,0,1,10,0,1,0,0,0,1,4839
0,0,935,1225,211123,0,15,0,0,14,0,1,0,0,0,0,4955
0,0,0,0,2645,1,12,1,1,9,0,1,0,0,0,0,4066
0,1,5,0,1513,1,7,0,0,10,0,1,0,0,0,0,4380
1,1,139162,443,13834,0,10,1,0,11,0,0,0,0,0,1,4020
0,1,317,692,894,0,12,0,1,12,0,0,0,0,0,1,1614
0,1,0,0,1105,1,9,0,1,15,0,1,0,0,0,1,3697
1,1,4583,1597,6687,0,8,0,0,17,0,1,3,0,0,1,5063
1,1,1703521,17,33,0,10,0,1,11,0,1,0,0,0,1,3210
0,1,4,19,3,1,12,0,1,5,0,1,0,0,0,0,3349
0,0,171,220,26068,0,13,0,1,14,0,1,0,0,0,1,3842
1,1,164158,2678,50846,1,8,0,0,4,0,1,5,0,0,1,4894
1,1,108687,465,8386,0,12,0,1,20,0,1,0,0,0,1,4500
0,1,520,223,7852,0,9,0,1,11,0,1,0,0,0,1,4192
0,1,28,88,1131,0,11,1,0,14,0,0,0,0,0,1,4519
0,0,22,0,75,1,5,1,1,13,0,1,0,0,1,1,4653
0,1,798,734,579743,1,12,0,0,12,0,1,0,6,0,1,3877
0,1,1178,921,1285,0,14,1,0,8,0,1,0,3,0,1,1716
0,1,472,396,17627,0,12,0,0,13,0,1,1,0,0,1,4144
0,0,49,29,4786,1,8,0,1,11,0,1,0,0,0,1,3493
0,0,63,0,3521,0,7,0,0,12,0,1,0,0,0,0,4783
0,1,781,624,33104,0,12,0,0,4,0,1,0,0,0,1,3417
0,1,177,860,10267,0,9,0,0,23,0,1,0,0,0,1,5132
0,1,2213,2877,15129,0,12,0,1,19,0,1,1,3,0,1,4711
0,1,178,2492,1815,0,8,1,1,8,1,1,0,0,0,1,4950
0,0,396,0,9606,1,12,1,1,8,0,1,0,0,0,0,4340
0,0,0,0,162,1,15,0,0,11,0,0,0,0,0,1,1935
0,1,10,0,3481,0,15,1,1,5,0,0,0,0,0,1,4815
1,1,815848,339,8093,0,15,0,1,6,0,1,1,0,0,1,4796
0,0,5,0,950,1,13,0,0,12,0,1,0,0,0,0,3318
0,0,392,1643,4277,1,10,0,1,14,0,1,0,0,0,0,3034
0,1,90,0,3909,1,8,0,0,9,0,0,0,0,0,1,4182
0,1,606,985,2039,0,13,0,1,16,0,1,1,0,0,1,4988
1,1,5043193,130,1985,0,15,0,1,22,0,1,5,0,0,1,3489
0,1,110,0,1084,1,13,0,1,16,0,1,0,0,1,1,3980
1,1,539823,2743,13745,0,9,0,1,18,0,1,1,0,0,1,4905
0,1,71,279,1323,0,13,0,0,5,0,1,0,0,0,1,2153
0,0,10,0,27,1,15,0,1,18,0,1,0,0,0,0,2584
1,1,23454,3140,23176,0,15,0,1,40,0,1,0,0,0,1,4786
0,1,90,541,3843,1,12,0,1,12,0,1,0,0,0,0,4650
0,1,87,29,1122,1,9,0,0,1,1,0,0,0,0,0,4102
0,1,396,1308,1952,0,11,0,1,17,0,1,0,0,0,1,4347
1,1,1479,453,48414,0,7,0,1,9,0,1,1,0,0,1,4476
0,1,687,762,4736,0,10,0,0,13,0,1,0,0,0,1,2609
0,0,139,177,13004,0,8,0,0,10,0,0,1,1,1,1,4902
1,1,275275,1887,250967,1,11,0,1,17,0,1,0,1,1,1,4810
0,1,32,49,1994,1,9,1,0,14,0,0,0,0,0,0,4635
0,1,18,0,42,1,10,0,0,18,0,1,0,0,1,1,3999
1,1,1884822,643,13998,0,9,0,1,12,0,1,0,0,0,1,4529
0,0,99,0,2522,1,9,0,1,1,0,0,0,0,0,0,3693
0,1,19,1197,4508,0,13,0,1,4,0,1,0,0,0,0,1968
0,1,3257,0,41510,1,8,0,0,7,0,1,0,0,0,1,2558
0,1,17866,2,3260,0,13,0,1,20,0,1,0,0,0,1,4661
0,1,303,723,12010,0,15,0,1,6,0,1,0,0,0,1,3641
0,1,4038,2246,8996,0,9,0,1,12,0,1,0,6,0,1,2646
0,1,762,965,1008,0,11,1,1,19,0,1,2,0,0,1,1603
0,1,32,385,472,0,8,0,0,10,0,1,0,0,0,0,2538
1,1,52229,632,244,0,12,0,1,13,0,1,0,0,0,1,4784
1,1,1635255,551,31913,0,13,1,0,8,0,1,0,0,0,1,3926
0,1,12262,135,4770,0,13,0,1,12,0,0,0,0,0,1,3788
1,1,1734171,5630,85281,0,9,0,1,10,0,1,0,0,0,1,4770
0,1,366,434,10836,0,10,1,0,3,0,0,0,0,0,1,2578
1,1,455870,24702,335,0,11,0,1,14,0,1,0,0,0,1,5370
0,0,41,2636,665,1,15,0,0,5,0,1,0,0,0,0,2550
0,1,11,8,421,1,13,0,1,10,0,1,0,0,0,0,1563
0,0,132,0,3451,1,11,0,1,9,0,0,0,0,0,1,4088
0,0,31,149,3115,1,15,0,1,20,0,1,0,0,0,0,3441
0,0,525,311,8121,0,10,1,0,4,0,1,0,0,0,1,4287
0,0,193,0,3021,1,15,0,1,10,0,1,0,0,0,1,3693
0,1,101405,111038,40454,0,11,0,1,12,0,1,0,1,1,1,1944
0,1,17,0,1476,1,7,0,1,10,0,1,0,0,0,0,4915
0,1,3849,115,31180,0,15,0,1,33,1,1,1,0,0,1,1831
0,1,164,324,29552,0,11,1,1,18,0,1,0,0,0,1,5132
1,0,3961110,292,5474,0,13,0,1,12,0,1,3,0,0,1,3811
0,0,20,0,112,1,9,0,0,14,0,1,0,0,1,1,3154
0,0,46,0,2889,0,6,0,0,6,0,0,0,0,0,0,5015
0,1,12017,44,19196,0,12,0,1,18,0,1,0,0,1,1,2852
0,0,14,0,258,1,15,0,1,16,0,0,0,0,0,0,3739
0,1,3556,214,17921,0,7,0,0,10,0,1,0,0,0,1,5344
0,0,0,0,247,0,15,0,1,12,0,1,0,0,0,1,2225
0,1,323,606,2721,0,9,0,1,13,0,1,0,0,0,1,4922
0,0,18,293,320,0,11,0,1,8,0,1,0,0,0,0,4635
0,0,18,0,1868,1,9,1,0,2,0,0,0,0,0,0,4427
0,0,94,626,2285,1,10,0,0,10,0,0,0,0,0,0,4902
0,1,6210,4723,8418,0,8,0,1,4,0,1,0,6,0,1,4904
0,0,0,3,6,1,14,0,1,9,0,1,0,0,0,0,2350
0,0,2,0,241,0,15,1,0,15,0,1,0,0,0,1,2226
0,1,1682,3694,31801,0,15,0,0,13,0,0,0,0,0,0,3879
0,0,2200,2687,2743,0,9,1,0,10,0,1,1,0,0,1,3737
0,1,402,315,8052,1,12,0,1,13,0,1,0,0,0,0,3828
0,0,243,0,10707,1,7,0,1,4,0,0,0,0,0,0,4726
0,1,59,297,2687,1,11,0,1,8,0,1,0,0,0,1,4126
0,1,141,447,3320,0,12,0,0,21,0,1,0,0,0,1,2474
0,1,204,506,4851,0,11,1,0,7,0,0,0,2,0,1,4443
0,1,373,573,1913,0,12,0,1,15,0,1,0,0,0,1,2585
0,1,10699,800,10453,0,10,0,0,11,0,0,0,0,0,1,4918
0,0,1172,622,14294,0,8,0,0,4,0,1,1,0,0,1,2255
0,1,328,3,10558,1,15,1,0,16,0,1,2,0,1,1,2290
0,1,1301,17,5647,1,11,0,1,7,0,1,1,0,0,1,1884
0,1,2179,1348,63147,0,15,0,0,21,0,1,5,0,0,1,1931
0,0,21,72,569,1,10,1,0,10,0,1,0,0,0,1,1949
0,1,1,0,108,1,15,0,1,5,0,1,0,0,0,1,2013
1,1,823739,401,4592,0,14,1,0,14,0,1,0,0,0,0,4309
0,0,5611,69,41,1,8,1,1,3,0,1,0,0,0,1,1902
0,1,173,141,6021,0,13,1,0,8,0,1,0,0,0,1,1870
1,1,1258068,163,2635,0,15,0,1,20,0,1,0,2,0,1,4429
0,1,0,55,159,1,14,0,0,7,0,1,0,0,0,1,2222
0,0,6,0,2954,1,9,0,0,16,0,0,0,0,0,1,3801
0,0,197,0,3325,1,10,0,0,10,0,0,0,0,0,0,3205
0,1,295397,107079,243192,1,9,0,0,6,0,0,0,0,0,1,3872
0,1,377,177,5776,0,14,0,0,7,0,0,0,0,0,1,4495
1,0,5902552,190,9666,0,8,0,0,12,0,1,0,0,0,1,3673
0,0,20,0,26,1,6,0,0,12,0,1,0,0,1,1,4160
0,0,0,0,203,0,9,1,0,9,0,1,0,0,0,1,2159
0,1,1594,956,37379,0,15,0,0,7,0,0,0,3,0,1,2918
0,1,602,417,6864,0,9,0,1,13,0,0,0,0,0,1,3795
0,1,28,99,276,0,7,0,0,13,0,1,0,0,0,1,4659
0,1,147102,372,3937,0,8,0,1,8,0,1,0,0,0,1,2398
0,1,76,179,1460,0,12,0,0,16,1,1,0,0,0,1,4287
0,0,6,364,2970,1,7,0,0,5,0,0,0,0,0,0,3887
0,1,180,363,274,1,12,0,0,13,0,1,0,0,0,1,1982
0,0,0,0,184,1,15,0,0,12,0,0,0,0,0,1,1933
0,0,33,226,3331,1,13,0,0,6,0,1,0,0,0,0,4041
0,0,15,4,2856,1,15,0,1,18,0,1,0,0,0,0,3848
0,1,410,81,10880,0,6,1,0,2,0,1,0,0,0,0,4329
0,1,87,1164,1271,0,11,0,1,4,0,1,0,0,0,1,3671
0,1,63232,759,19190,1,14,0,1,10,0,1,0,0,0,1,4446
0,1,137,155,17078,0,11,0,0,12,0,1,0,0,0,1,4646
0,1,146,70,27956,0,10,0,1,10,0,1,0,0,0,1,4616
0,0,4,0,474,1,8,0,0,16,0,0,0,0,0,0,4010
0,1,64,0,740,0,9,0,1,16,0,1,0,0,0,1,3875
0,1,12,69,565,1,12,1,0,8,0,1,0,0,0,1,2186
0,1,1,23,1650,1,8,0,1,2,0,0,0,0,0,0,2128
0,0,59,337,1476,0,11,0,0,5,0,0,0,0,0,1,3128
0,1,645,2181,85277,0,9,0,1,38,0,1,1,1,0,1,4732
0,0,639188,4,203,0,7,0,0,3,0,0,0,0,0,1,3723
1,1,1431007,572,31045,0,7,0,0,9,0,1,0,0,0,1,4898
0,0,0,19,340,1,9,0,0,11,0,1,0,0,0,1,2192
0,1,4267,2885,8862,0,7,0,1,7,0,1,0,1,0,1,2908
0,1,12020,2920,36400,0,15,0,1,13,0,1,1,5,0,1,4583
0,0,0,0,108,0,14,0,1,15,0,1,0,0,0,0,4098
0,1,879,1284,1434,0,12,1,0,14,0,1,1,0,0,1,4013
0,1,2020,591,22596,0,14,0,1,20,0,1,0,0,0,1,2427
0,1,289,501,5567,0,14,0,0,29,0,1,0,0,0,1,4740
1,1,2837854,1180,9724,0,12,0,0,17,0,0,0,0,0,1,4896
0,1,7395,819,88894,0,10,0,0,12,0,1,0,0,0,1,2454
0,1,392682,519,190576,1,9,0,0,17,0,0,1,1,1,1,4654
0,0,0,0,1713,1,8,0,0,6,0,0,0,0,0,0,3325
0,1,201236,44801,76073,0,11,0,1,15,0,0,0,0,0,1,4640
1,1,235108,4177,64855,0,12,0,1,13,0,1,0,0,0,1,3637
0,0,4,35,2395,1,10,1,1,6,0,1,0,0,0,1,4698
0,1,21,0,2184,0,10,0,0,12,0,1,0,0,0,1,4246
0,0,125,33,18441,1,9,0,1,14,0,1,2,0,1,1,2518
0,1,909,319,99393,0,15,1,1,15,0,1,1,0,0,1,3844
0,1,16,292,293,0,9,0,1,12,0,1,0,0,0,1,3925
0,1,93,105,1860,0,15,1,0,14,0,1,0,0,0,0,3448
1,0,1319897,4,3064,0,13,0,1,14,0,1,0,0,0,1,4621
0,0,11,0,3004,1,15,0,1,15,0,1,0,0,0,0,3766
0,0,1,0,1851,1,8,0,0,6,0,0,0,0,0,0,4057
1,1,614438,599,35738,0,13,0,1,14,0,1,0,0,0,1,5015
0,1,1128,680,55462,0,9,1,1,4,0,1,0,0,0,1,3410
0,0,5,0,8,1,10,1,1,10,0,1,0,0,0,0,4379
0,1,134,1721,2293,0,15,0,0,14,0,1,0,0,0,1,4287
0,0,15,246,106,1,8,0,0,17,0,1,0,0,1,1,1720
0,1,195,195,671,0,12,1,0,9,0,1,0,0,0,1,4351
0,1,5245,947,8110,0,14,0,0,15,0,1,0,0,0,1,4446
1,1,16793,1695,28835,0,9,0,1,20,0,1,1,0,0,1,3917
1,1,1509352,172,3666,0,15,0,0,18,0,1,0,0,0,1,4329
1,1,34368,461,2043,0,15,0,1,13,0,1,0,0,0,1,3813
1,1,558449,685,5844,0,9,0,0,10,0,1,0,0,0,1,4725
1,1,666175,846,4311,0,10,1,1,14,0,1,3,0,1,1,4877
0,0,5,0,31,1,7,0,1,16,0,1,0,0,1,1,3522
0,1,1900,2034,102219,0,10,1,0,8,0,0,0,0,0,1,2198
1,0,3189276,605,3089,0,9,0,0,10,0,1,0,0,1,1,4342
0,1,238,412,11533,0,8,0,1,16,0,1,0,0,0,1,3484
0,1,6,43,2052,1,8,0,0,3,0,0,0,0,0,0,4632
0,0,43,127,3547,1,13,0,1,2,0,0,0,0,0,0,4093
0,1,232,0,13444,0,15,0,1,14,0,0,0,0,0,1,3718
0,0,91,454,501,1,5,0,1,8,0,1,0,0,0,1,4070
0,0,89,194,1000,1,11,0,0,20,0,1,0,0,0,0,4597
0,0,2255,353,16894,0,11,1,0,6,0,1,0,0,0,1,4043
0,0,25,0,2800,1,13,0,0,14,0,0,0,0,0,0,3844
0,0,1676212,36,1623,0,14,0,0,16,0,1,0,0,0,0,4286
0,1,307,188,29614,0,13,0,1,3,0,1,0,0,0,1,3785
0,1,993,837,6697,0,14,0,1,15,0,1,0,0,0,1,4103
0,0,121,514,1801,1,9,0,0,16,0,1,0,0,0,0,4812
0,1,11,0,231,0,9,0,0,20,0,1,0,0,0,0,4179
0,1,86144,22099,137933,1,8,0,0,9,0,0,0,0,0,1,2848
0,0,96732,615,11565,0,13,0,0,14,0,1,0,0,0,1,4560
0,1,280,281,37527,0,12,0,1,6,0,1,0,0,0,0,4735
0,1,48,0,3755,1,12,1,1,13,0,1,0,0,0,1,3670
0,0,28,0,2702,1,12,1,1,12,0,1,0,0,0,1,3901
1,1,1624617,28942,7923,0,10,0,0,11,0,1,3,0,1,1,5279
0,1,47,84,767,0,11,0,0,12,0,1,0,0,0,0,5235
1,1,5354,1002,10282,0,12,0,1,15,0,1,1,0,0,1,4596
0,1,6,0,44,1,15,0,0,13,0,0,0,0,0,0,2967
1,0,1471984,515,16382,0,10,0,0,11,0,1,0,0,0,1,5015
1,1,4723,2070,18273,0,10,0,1,12,0,1,1,0,0,1,5043
0,0,523,990,21603,0,15,0,0,6,0,0,0,0,0,1,3968
0,1,424,467,70884,1,12,1,0,5,0,1,0,0,0,0,4068
1,0,862256,1479,120053,1,8,0,1,8,0,1,0,0,0,1,5357
0,1,65,555,965,0,9,0,0,14,1,1,0,0,0,1,2100
0,0,8,9,2989,1,9,1,0,14,0,1,0,0,0,0,2086
1,1,234893,465,32032,0,12,0,1,17,0,1,1,1,0,1,4175
0,1,24,72,1660,0,9,0,1,14,0,1,0,0,0,1,3748
0,0,210600,93,48779,1,5,0,0,8,0,0,0,0,0,1,3376
0,1,56,438,2687,0,12,0,1,4,0,1,0,0,0,0,3538
0,1,514932,10766,63498,0,10,0,0,11,0,1,0,0,0,1,4786
0,0,0,0,429,1,15,0,0,11,0,0,0,0,0,0,1935
0,0,338,239,11768,1,11,0,1,5,0,0,0,0,0,0,3041
0,0,6,75,1232,1,11,0,1,5,0,1,0,0,0,0,3661
0,0,233,0,3082,1,11,1,1,12,1,0,0,0,0,1,3608
0,0,641,1490,55161,0,6,0,1,12,0,1,1,1,0,1,4508
0,1,16161,2197,15554,0,15,0,0,18,1,0,0,0,0,1,2300
0,0,52,0,2563,0,11,0,0,11,0,0,0,0,0,0,4154
0,1,3177,3955,5414,0,6,0,1,20,1,1,0,5,0,1,4919
0,0,16,0,224,1,10,1,0,12,0,1,0,0,1,1,3598
0,0,34,0,5671,1,12,0,0,15,0,1,0,0,0,0,2705
0,1,252,275,22729,0,11,1,1,12,0,1,0,0,0,1,4278
1,1,25576,529,33381,0,14,1,0,14,0,1,0,0,0,1,4639
0,1,28,0,99,0,10,0,1,10,0,1,0,0,0,1,3685
0,0,4,7,8,1,9,0,0,3,0,0,0,0,1,1,3397
0,1,205141,2566,38130,0,9,0,0,20,0,0,0,0,0,1,3306
0,1,151,65,16155,1,11,1,0,15,0,1,0,0,0,0,4776
0,1,366,346,7548,0,9,0,0,6,0,1,0,0,0,1,4750
0,0,325,692,6382,1,8,0,1,9,1,1,0,0,0,0,4782
0,1,7,22,23,0,13,0,1,18,0,1,0,0,0,1,1432
1,1,760732,616,12558,0,12,0,0,13,0,1,1,0,1,1,4955
0,0,4,0,2998,1,10,1,0,11,0,0,0,0,0,0,3863
1,1,2816111,1861,24329,0,12,0,1,18,0,1,0,0,0,1,4711
0,0,91,0,4785,1,10,1,0,4,0,1,0,0,0,1,3537
1,1,1121366,5261,145227,0,11,0,0,21,0,0,1,0,0,1,5397
0,1,1537,1488,6020,0,10,0,0,20,1,0,7,3,0,1,4275
1,1,6263,776,9654,0,14,1,1,14,0,1,2,0,0,1,4518
0,0,543,199,91770,0,12,0,1,13,0,1,0,0,0,0,2825
0,1,8,0,3385,1,8,0,0,7,0,1,0,0,0,1,4683
0,1,13,2,1993,1,13,0,1,14,0,1,0,0,0,0,4398
0,1,184071,726,5482,0,8,0,0,9,0,1,0,0,0,1,4908
1,1,10297,1575,28475,0,14,0,1,13,0,1,0,0,0,1,3354
0,0,26,152,2789,1,10,1,1,12,0,0,0,0,0,1,3862
0,1,190,72,37406,0,8,0,0,8,0,1,0,0,0,1,2604
1,0,1183923,616,34811,0,6,0,1,11,0,1,0,0,0,1,4959
0,1,195,90,3336,1,13,0,0,20,0,1,0,0,0,1,2851
0,1,2,0,914,1,11,0,0,6,0,1,0,0,0,1,3767
1,1,1727355,275,11290,0,7,0,0,11,0,0,0,0,0,1,4349
0,0,112,1,16076,1,15,0,1,10,0,1,3,0,0,1,2131
0,1,38,37,554,0,15,0,1,16,0,1,0,0,0,1,2814
1,1,112249,393,6921,0,14,1,1,17,0,1,2,3,0,1,4154
0,0,143,1048,2280,0,14,0,1,15,0,1,0,0,0,0,3351
0,1,258565,5159,80338,0,7,0,1,17,0,0,0,0,1,1,5468
1,0,1147748,73,2465,0,11,0,1,16,0,1,0,0,1,1,3580
0,1,82,139,988,0,10,0,0,18,0,1,0,0,0,1,4656
0,0,274,513,898,0,12,0,0,14,0,1,0,0,0,1,4917
