verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days
0,1,236938,194793,63588,0,9,0,0,22,0,1,0,0,0,1,5271
0,0,9,0,51,1,11,1,0,9,0,1,0,0,1,1,1963
0,1,610,164,2525,1,15,1,1,27,0,1,0,0,0,1,2029
0,1,550,490,22220,0,13,1,1,13,0,0,0,0,0,1,3539
1,1,567624,7396,205946,0,8,0,1,15,0,1,1,0,0,1,5475
0,0,6,74,1480,1,12,0,1,5,0,1,0,0,0,0,2915
1,1,2229664,692,24131,0,15,0,1,11,0,1,1,0,0,1,4936
0,1,3531,560,16217,0,12,0,0,19,1,1,1,0,1,1,4960
0,1,5,0,1181,1,10,1,1,14,0,1,0,0,0,0,3717
1,0,6481,852,997,0,11,0,1,4,0,1,0,0,0,1,4043
0,0,6,0,31,1,11,0,0,14,0,1,0,0,1,1,3873
0,0,80,755,2628,1,9,0,1,9,0,1,0,0,0,0,2608
0,1,2117,1003,1300,0,11,0,0,13,0,1,1,3,1,1,4825
0,1,104,87,3080,0,15,1,1,6,0,1,0,1,1,1,3551
0,0,80,880,596,0,9,0,0,9,0,1,0,0,0,0,4165
0,0,6,0,27,1,9,1,0,12,0,1,0,0,1,1,3428
0,1,4,0,1686,1,7,0,0,8,0,0,0,0,0,0,4686
0,1,595,451,1573,1,13,0,1,25,0,1,1,2,1,1,4136
0,0,2,0,168,1,10,0,0,13,0,0,0,0,0,0,3752
0,1,103,649,688,0,12,0,1,13,0,1,0,0,0,1,4900
0,1,100,330,551,0,15,0,1,18,0,1,0,0,0,1,1896
0,1,1286675,437,7520,0,12,1,1,12,0,1,1,0,0,1,4503
0,1,2,23,126,1,15,0,1,7,0,1,0,0,0,1,2013
0,0,693142,211,9,0,13,0,0,17,1,0,0,0,0,1,4747
0,1,2,0,1488,0,15,0,1,9,0,1,0,0,0,0,2019
0,0,197520,13279,7209,1,12,1,0,13,0,0,0,0,0,1,3627
0,1,342831,716,374803,0,15,0,0,13,0,1,0,0,0,1,4323
0,1,711,1052,2674,0,12,0,1,12,0,1,3,0,0,1,2382
0,1,793,300,43141,0,11,0,0,3,0,1,0,0,0,0,4433
1,0,1705745,658,35221,0,12,0,1,6,0,1,1,0,1,1,4881
0,1,958,739,46567,0,10,1,1,10,1,0,0,0,0,1,4053
0,1,292,0,4165,0,5,0,0,14,0,1,0,0,0,1,4752
0,0,26,245,2693,1,7,0,0,12,0,1,0,0,0,0,4729
1,1,7996,2851,3040,0,15,0,0,18,0,1,2,1,0,1,4968
0,1,133,0,4072,1,15,0,1,13,0,1,0,0,0,1,4405
0,1,259,366,8587,0,13,0,0,15,0,0,0,0,0,1,3447
0,1,1761,431,13186,0,12,0,1,7,0,1,0,0,0,1,4252
0,0,0,0,232,0,13,1,0,13,0,1,0,0,0,1,1965
0,1,147142,15239,108945,0,9,1,1,9,0,1,0,0,1,1,3047
0,0,30,1,1918,1,13,1,0,19,0,1,1,0,0,1,2516
0,1,33267,1614,57178,0,11,0,1,45,1,1,1,0,1,1,4413
0,1,1819,1532,18068,0,12,0,1,13,0,1,3,0,0,1,4171
0,1,189,66,152,0,6,1,0,11,0,1,0,0,0,1,4766
0,0,395,215,4972,1,10,0,1,10,0,1,0,0,1,1,3929
0,1,315,214,3995,0,8,0,0,12,0,1,0,0,0,0,3744
0,1,28007,432,10626,0,10,0,1,14,0,1,1,0,1,1,4871
0,1,1449,1317,47709,0,15,0,1,13,0,1,0,0,0,1,3840
0,1,182,0,4004,1,9,1,0,9,0,1,0,0,0,1,3938
0,1,2908,687,17604,0,13,0,1,9,0,1,0,1,0,1,3812
0,0,56,0,169,0,12,0,1,12,0,1,0,0,0,0,4024
0,1,491,881,699,0,8,0,0,8,0,0,0,0,0,1,5094
0,0,12,105,1421,1,11,0,1,13,0,1,0,0,0,1,3396
0,1,3,5,1,1,12,0,1,11,0,1,0,0,0,1,1420
1,1,2385816,299,3179,0,11,0,0,14,0,0,0,0,1,1,4372
0,1,474,750,23268,0,5,0,0,15,0,1,1,0,0,1,4912
0,0,19,100,2734,1,12,0,0,9,0,1,0,0,0,1,3112
0,1,516,687,2358,0,8,0,0,13,0,1,0,0,0,1,4937
0,0,79,0,84,1,9,0,1,13,0,1,0,0,1,1,3615
0,1,503,765,1852,1,15,0,1,9,0,0,0,0,0,1,2794
0,0,239,565,2187,0,12,0,1,11,0,1,0,0,0,0,4502
1,0,1452055,738,6758,0,10,0,1,20,1,1,0,0,0,0,3678
1,1,9565972,761,10439,0,15,0,1,14,0,1,0,2,0,1,4049
1,0,890981,898,4551,0,9,0,0,10,0,1,1,0,0,1,4635
1,1,685417,509,40541,0,9,0,0,10,0,0,0,0,0,1,4947
0,0,5,30,1702,1,8,0,0,8,0,0,0,0,0,0,3654
0,1,1288,1555,133570,1,13,1,0,6,0,0,1,0,0,1,4141
1,1,122662,814,17017,1,11,1,1,9,0,0,3,0,0,1,3999
0,0,6,48,64,1,12,0,1,9,0,1,0,0,0,1,4187
1,1,8659,1248,11763,0,8,0,1,10,0,0,2,0,0,1,4456
1,0,811203,196,2033,0,15,0,1,16,0,1,0,0,0,1,4757
0,1,382,801,73250,0,11,0,1,32,0,1,0,0,0,1,2208
0,1,68,1818,1595,0,7,0,0,6,0,0,0,0,0,1,2082
0,1,39,98,325,0,9,0,1,26,1,1,1,0,0,1,2220
0,0,33,147,2700,1,15,0,1,14,0,1,0,0,0,0,2117
0,1,286,1335,4608,0,13,0,0,12,0,1,0,0,0,1,5012
0,0,1008371,778,23727,0,13,0,0,4,0,0,0,0,1,1,4466
0,0,5,0,1228,1,15,0,1,14,0,1,0,0,0,1,2242
0,0,0,0,116,0,15,0,1,11,0,1,0,0,0,1,2225
1,1,371138,13,4989,0,11,1,0,17,0,1,1,0,0,1,2918
1,1,5861,576,11290,0,12,0,0,12,0,0,0,0,0,1,5081
0,0,569,322,161311,0,7,0,1,10,0,1,0,0,0,1,2368
0,0,20,0,21,1,9,0,0,12,0,1,0,0,1,1,2945
0,1,3015,188,2369,0,13,0,1,14,0,1,0,0,0,0,4423
0,1,10,9,720,1,11,0,1,11,0,1,0,0,0,1,3995
0,1,148,258,813,0,12,0,1,14,0,1,0,0,0,1,4408
1,1,1467970,293,5454,0,11,0,0,12,0,1,2,0,0,1,4846
0,0,504,558,5261,0,8,0,1,12,0,1,0,0,0,1,3706
1,1,47397,3032,26598,0,12,0,1,13,0,1,1,1,1,1,4889
0,1,28,233,408,0,11,0,0,7,0,0,0,0,0,1,2568
0,1,51956,48363,5723,0,10,1,1,14,0,1,0,0,0,1,3923
1,1,2422720,304,38025,0,14,0,0,13,0,1,0,0,0,1,4649
0,0,1,0,177,0,10,0,1,12,0,1,0,0,0,1,2226
0,0,0,0,152,0,12,0,1,13,0,1,0,0,0,1,2225
0,0,0,0,125,0,15,0,1,12,0,1,0,0,0,1,2225
1,1,2826209,134,8002,0,11,1,1,7,0,1,0,0,0,1,4810
0,1,125,31,3401,1,7,0,1,16,0,1,0,0,0,1,4215
0,1,124,823,731,0,9,0,0,9,0,1,0,0,0,1,5125
0,1,6,0,63,1,12,0,0,10,0,1,0,0,1,1,4344
0,1,12,0,1685,0,11,0,1,5,0,0,0,0,0,1,2877
0,1,120,488,1964,0,10,0,1,10,0,1,0,0,0,1,2623
1,1,1892549,341,9639,0,14,1,1,22,1,1,0,0,0,1,4521
1,1,3205736,555,14663,0,13,0,0,15,0,1,0,0,0,1,4735
1,1,1066481,3077,27657,0,10,0,1,11,0,1,0,0,1,1,4921
0,0,369,1365,3872,1,10,1,0,5,0,0,0,0,0,1,3897
0,1,5,0,1908,1,10,1,1,13,0,1,0,0,0,0,4743
1,0,5628,811,25209,0,12,0,1,16,0,1,4,1,0,1,4918
0,0,20,0,16,1,12,0,1,12,0,1,0,0,1,1,4489
1,1,1652,1031,4476,0,14,1,1,12,0,1,1,1,0,1,3099
0,0,1,0,665,1,13,0,0,8,0,0,0,0,0,0,4748
0,1,2297,4291,6854,0,12,0,1,22,1,1,1,1,0,1,1490
0,0,4,0,40,1,13,0,1,16,0,1,0,0,1,1,3607
0,1,18,0,2929,1,9,0,1,10,0,1,0,0,0,0,3910
1,1,1474637,97,34284,0,13,0,0,6,0,1,1,0,0,1,3778
0,1,1303,608,26901,0,13,0,1,9,0,0,1,0,0,1,2971
0,0,1118,1702,202370,0,8,0,1,14,0,1,0,0,0,1,4946
0,1,264,949,1663,0,15,0,1,17,0,1,0,0,0,1,3404
0,1,125,1122,13417,0,13,0,1,34,1,0,2,0,0,1,1777
0,0,21,0,2001,0,10,0,1,6,0,1,0,0,0,1,4085
1,1,1864554,1246,75363,0,7,0,1,7,0,0,0,0,0,1,4269
0,1,147,1052,896,0,11,0,1,9,0,1,1,3,0,1,4092
0,0,14,48,2522,1,11,0,1,12,0,0,0,0,0,0,3181
0,1,1540,2649,5609,0,14,0,1,24,0,1,0,1,0,1,4050
0,1,11,0,2165,1,12,0,0,7,0,1,0,0,0,1,2798
0,1,121178,180,5300,0,10,0,0,17,0,1,0,0,1,1,4144
1,0,6295298,2420,1660,0,11,0,0,13,0,1,0,0,0,1,4196
1,1,3081987,397,76563,0,13,0,1,20,0,1,0,0,0,1,4751
1,1,5968,1141,32442,0,10,0,1,12,0,1,1,0,1,1,4974
0,0,6,0,2646,1,15,0,0,15,0,0,0,0,0,0,3957
0,1,77,362,965,0,8,0,0,11,0,1,0,0,0,0,4911
0,0,2,0,275,1,15,0,0,11,0,0,0,0,0,0,1936
1,1,33608,2424,17593,0,9,0,0,26,0,1,1,0,0,1,5628
1,1,477659,5960,22674,0,8,0,0,13,0,1,0,1,0,1,4804
0,1,9,129,3202,1,13,0,0,13,0,1,0,0,0,1,3349
0,1,23,0,3145,1,9,0,0,10,1,0,0,0,0,1,4784
0,1,596,0,25289,1,14,1,1,11,0,1,0,0,1,1,3985
0,0,10596,9955,6511,0,10,0,0,6,0,1,0,0,0,1,2869
0,1,640,963,11402,0,14,1,0,6,0,1,0,0,0,1,3479
0,0,0,0,306,1,15,0,0,15,0,0,0,0,0,0,1983
0,1,309,374,14120,0,14,0,1,5,0,1,0,0,0,1,5012
1,0,5969560,202,1228,0,8,0,1,11,0,0,0,0,0,1,4636
0,1,116,489,4621,0,7,0,1,11,0,1,0,0,0,1,3886
0,1,18,20,305,0,12,0,0,9,0,0,0,0,0,1,2496
0,1,7382,6457,138111,0,10,0,0,5,0,1,0,0,0,1,4955
0,0,4,0,42,1,9,0,0,11,0,1,0,0,1,1,4009
0,0,217,242,3291,1,15,0,1,4,0,0,0,0,0,0,4301
0,1,31199,26397,246888,0,9,0,0,45,0,1,0,2,0,1,4937
0,1,10654,2666,32763,0,8,0,1,14,0,1,0,0,0,1,3994
0,1,400,391,10571,0,11,0,0,3,0,0,0,0,0,0,2746
0,1,62,220,5698,0,13,1,1,13,0,1,0,0,0,1,4814
0,1,25499,30176,143,1,15,0,0,11,0,1,0,0,0,1,1828
0,1,288,275,16873,1,5,0,1,13,0,1,0,0,0,1,4877
0,1,4409,3283,107154,0,9,1,0,5,0,1,0,1,0,1,3679
1,0,1054697,688,3561,0,14,0,1,15,0,1,0,1,0,1,4951
1,1,3661897,306,27885,0,12,1,0,20,0,1,0,0,1,1,4629
0,1,267,129,2818,0,9,0,0,16,0,1,2,1,0,1,4931
0,1,19,0,325,1,15,0,1,7,0,1,0,0,0,1,2069
1,1,49311,3412,38472,0,4,0,1,4,0,1,0,0,0,1,5007
0,0,8,43,12,1,9,0,0,5,0,0,0,0,0,0,2455
0,1,438,732,35399,0,14,0,1,12,0,1,2,0,0,1,4964
0,0,55,288,948,0,9,1,0,10,0,0,0,0,0,0,4955
0,0,0,0,98,0,12,1,1,13,0,1,0,0,0,1,2225
0,1,5123,5633,21529,0,15,0,1,8,0,0,0,0,0,1,2698
0,1,1109,1334,25407,0,12,0,1,3,0,1,0,0,0,1,4889
0,0,329,371,5173,0,13,1,1,3,0,0,0,0,0,0,3605
0,1,57,379,1453,0,14,0,1,15,0,1,0,1,0,1,3989
0,1,510,36,99373,0,12,0,1,15,0,1,0,3,0,1,4894
1,1,86126,1257,32683,0,8,0,0,26,1,1,0,0,1,1,2360
0,1,12171,14504,19937,0,10,0,1,10,0,1,0,0,0,1,3020
0,0,2,8,2983,1,14,1,0,12,0,1,0,1,0,1,3805
0,0,2,0,22,1,15,0,1,12,0,1,0,0,1,1,2819
1,0,700571,653,8652,0,14,0,0,13,0,1,0,1,1,1,4903
0,1,195,634,18815,0,9,0,0,13,0,1,2,0,1,1,5271
0,1,106,361,1875,0,7,0,1,3,0,1,0,0,0,1,4164
0,1,526,401,17122,0,11,0,1,11,0,1,0,0,0,1,4152
0,1,22376,243,54449,0,12,0,0,10,1,1,0,0,0,1,2728
1,1,1023162,667,9458,0,14,0,0,13,0,1,2,0,0,1,4475
0,0,11,24,1326,1,10,0,1,13,0,1,0,0,0,1,2243
0,1,214,822,3346,0,11,0,0,14,0,1,0,0,0,1,4918
1,1,36016,6968,88806,0,11,0,1,12,0,1,0,2,0,1,3807
0,0,1,0,165,0,12,0,1,17,0,1,0,0,0,1,2225
1,1,5813884,71,7047,0,5,0,0,5,0,1,0,0,0,0,4435
0,1,267,0,4892,0,10,1,1,9,0,1,0,0,0,0,4017
0,1,728650,781838,244626,1,8,0,1,42,0,1,0,0,0,1,4271
0,1,62165,1050,85401,1,14,0,1,19,0,1,1,0,0,1,3504
0,0,47,693,176,1,15,0,1,13,0,0,0,0,0,1,3988
1,1,1207268,809,18967,0,11,0,1,13,0,1,0,0,0,1,5224
0,1,258,735,28236,0,13,0,1,19,0,1,0,1,0,1,5271
0,1,75,281,1144,0,9,0,0,14,0,1,0,0,0,1,4595
1,1,72522,502,11318,0,9,0,0,2,0,1,0,0,0,1,4813
0,0,0,0,267,0,12,0,0,9,0,0,0,0,0,1,1898
0,1,315974,249629,10214,1,11,1,1,11,0,1,1,0,0,1,3721
0,0,225,211,3621,1,14,0,0,16,0,0,2,0,0,1,2711
1,1,6080986,137,2567,0,7,0,1,8,0,1,2,0,0,1,4905
0,0,7689,3217,59461,0,11,0,0,11,0,0,0,0,0,1,3337
0,1,114,0,1596,0,6,0,0,12,0,0,0,0,0,1,3987
1,1,14776045,9,3530,0,14,0,0,15,0,1,0,0,1,1,4500
0,0,0,0,939,1,10,0,1,1,0,0,0,0,0,0,2170
0,1,788,2167,49348,0,9,0,0,8,0,1,0,1,0,1,4928
0,1,73794,474,71369,0,6,0,0,20,0,1,0,0,0,1,3352
1,1,2432591,6,26762,0,15,0,1,16,0,1,0,0,0,1,4066
1,1,1710117,198,15556,0,10,0,1,16,0,1,0,0,0,1,3936
0,1,12,36,5993,0,7,0,1,5,0,1,0,0,0,0,4450
1,1,125526,2982,26662,1,6,0,1,19,0,1,0,0,0,1,5002
1,0,152884,4001,20522,0,13,0,0,16,0,1,0,0,0,1,4413
0,1,135,0,729,0,12,0,1,9,0,1,0,0,0,0,4265
1,1,1231002,656,8931,0,12,0,0,16,0,1,0,0,0,1,4790
0,1,289,820,3520,0,9,0,1,15,1,0,0,0,0,1,3244
0,1,744,0,87526,1,10,0,0,5,0,0,0,0,0,1,3874
1,1,1253767,2871,68676,0,15,0,1,18,0,1,2,2,0,1,4785
0,0,17,24,3773,1,6,0,1,3,0,1,0,0,0,1,2592
0,0,807,4902,69779,0,8,0,1,8,0,1,0,0,0,0,5012
0,1,2622,542,4125,0,9,0,1,10,0,1,0,0,1,1,4854
0,0,150,8,23463,1,15,0,0,10,0,0,0,0,0,0,3820
0,0,8,16,2035,1,14,0,0,12,0,1,0,0,0,0,3058
1,1,116969,52,46773,0,11,1,1,11,0,1,1,0,0,1,4123
0,0,12,0,2492,0,7,0,1,12,0,1,0,0,0,0,3819
0,1,2511,2895,73317,0,8,0,0,7,0,1,0,0,0,1,4785
0,1,561,908,3212,0,14,0,1,18,0,1,1,3,0,1,3655
0,1,126672,777,19416,0,14,0,0,19,0,1,0,0,0,1,4342
1,1,14246,1890,8246,0,4,0,0,33,0,1,0,1,0,1,4888
0,0,75,455,9893,0,11,0,1,11,0,1,0,0,0,1,4922
0,0,1,0,19,1,15,0,0,14,0,1,0,0,1,1,3402
0,1,7837,3174,15291,0,12,0,1,15,0,1,0,3,0,1,4955
0,1,3969,1346,14414,0,7,0,1,23,1,1,4,0,0,1,5181
0,0,36,166,2696,0,8,0,1,6,0,1,0,0,0,0,3776
0,0,897,243,1321,0,15,1,0,15,0,1,0,0,0,1,2062
0,1,13,0,1173,1,10,0,0,16,0,1,0,0,0,1,4098
1,1,1524643,162,5639,0,13,0,0,8,0,1,0,0,0,1,4129
0,1,103,160,6423,0,13,0,1,7,0,1,0,1,0,1,3345
0,1,216,926,2247,0,11,0,0,10,0,1,0,0,0,1,4888
0,1,8117,2542,57457,0,14,0,1,18,0,1,0,0,1,1,3995
0,1,320,870,2065,0,12,0,1,19,0,1,0,0,0,1,4956
0,1,66,146,679,0,13,1,1,23,1,1,0,0,0,1,1853
0,1,441,786,7135,0,15,0,0,13,0,1,2,0,0,1,2628
0,1,186,141,4657,0,14,0,1,11,0,1,0,0,0,1,3307
0,1,264634,65,12035,0,14,0,1,18,0,1,1,0,0,1,5271
0,1,287,1969,6237,0,13,0,1,6,0,1,0,2,0,1,3193
0,1,4607,1037,143158,0,9,0,0,4,0,0,0,0,0,1,2254
0,0,0,0,26,1,6,0,1,15,0,1,0,0,1,1,3376
0,0,2398,2395,170747,0,13,0,0,5,0,1,0,9,0,1,2196
0,0,0,0,118,0,14,0,0,11,0,1,0,0,0,1,2225
0,0,118282,140486,35088,1,7,0,1,4,0,0,0,0,0,1,4492
0,1,91,216,13253,0,11,0,0,5,0,0,0,0,0,1,1955
0,1,46,177,3310,1,13,1,0,15,0,0,0,0,0,1,4763
0,0,1,0,1190,1,15,0,0,12,0,1,0,0,0,0,3015
1,1,624890,1172,61694,0,9,0,1,19,0,1,0,0,0,1,4440
1,1,2105150,48,327302,1,11,0,1,12,0,1,0,1,1,1,4649
1,1,625704,241,16826,0,12,0,1,13,0,1,0,0,0,1,5059
0,0,0,0,275,0,11,0,1,15,0,1,0,0,0,1,2225
0,1,90,437,1882,1,12,0,0,20,0,1,0,0,0,0,4609
0,1,354,0,9165,1,15,1,0,11,0,0,0,0,0,1,4206
1,1,2261743,4561,38969,0,8,0,0,12,0,1,0,0,0,0,5271
1,1,96685,2301,18090,0,9,0,0,11,0,1,1,0,1,1,4762
0,1,78733,1657,60802,0,11,0,1,18,0,1,0,3,0,1,4145
0,1,726,666,549,1,13,0,1,14,0,1,0,1,0,1,3264
0,1,1684,0,2202,0,13,0,1,15,0,1,0,0,0,1,3832
0,1,680,296,23419,0,12,1,0,6,0,0,0,0,0,1,3651
0,0,38,64,4512,1,12,0,0,12,0,1,0,0,0,1,4353
0,0,1243,467,3697,0,6,0,0,2,0,1,0,0,0,1,4130
0,0,0,0,266,0,15,1,1,15,0,1,0,0,0,1,2226
0,1,3739,4956,13012,0,15,0,1,13,0,1,0,5,0,1,4266
0,1,642,954,75993,0,10,0,0,2,0,1,0,0,0,1,4370
0,1,196,1191,11115,0,15,1,1,15,0,1,0,0,0,1,4046
1,1,846622,229,14928,0,15,0,1,14,0,1,0,0,0,1,4815
0,0,25,0,112,1,11,0,1,14,0,1,0,0,1,1,3242
0,0,4319,4721,35352,0,11,0,1,7,0,1,0,0,0,1,2960
0,0,53,0,229,0,11,0,0,12,0,1,0,0,0,0,4115
0,1,21221,4521,44086,1,9,0,0,18,0,0,0,0,0,1,2913
1,1,2485687,455,8059,0,14,0,0,5,0,1,0,0,1,1,4835
1,0,1315670,0,193,0,6,0,0,4,0,0,0,0,0,1,4681
0,1,312,329,20809,0,7,0,1,9,0,0,0,2,0,1,4916
1,0,1070833,135,1338,0,11,0,1,12,0,1,1,0,1,1,3654
0,0,13,112,829,1,11,0,1,10,0,1,0,0,0,0,2086
0,0,3,0,24,1,10,0,1,13,0,1,0,0,1,1,4918
0,0,14,0,104,1,9,0,1,11,0,1,0,0,1,1,2457
1,1,281972,9,10084,0,12,0,0,21,0,1,0,1,0,1,4835
0,1,1393,8182,1817,1,15,0,1,15,0,1,0,0,0,1,3739
0,1,5054,632,8140,1,6,0,0,20,0,1,0,0,0,1,4705
0,0,0,0,207,1,15,0,0,8,0,0,0,0,0,0,1935
1,1,20230183,1079,385839,0,3,0,1,23,0,1,0,0,1,1,5669
1,0,2801735,2879,47663,0,11,0,0,18,0,1,2,0,1,1,4972
0,1,266,498,847,0,12,0,1,35,1,1,0,0,0,1,1738
0,1,510,601,4160,0,15,1,0,29,1,1,0,0,0,1,1823
0,1,9037,1305,11340,0,15,1,0,47,1,0,0,0,1,1,2023
0,1,1242,1361,1442,0,9,0,1,15,0,1,0,7,0,1,1599
1,0,30510,1084,6785,0,12,0,1,11,0,1,0,0,0,1,4628
0,1,25,391,2829,1,15,0,1,44,1,1,0,0,0,1,4293
1,1,24863,768,89062,0,8,0,1,10,0,1,0,0,0,1,4442
0,0,6,0,79,1,10,0,0,14,0,1,0,0,1,1,3475
1,1,370116,1131,18327,0,11,0,1,2,0,1,0,0,0,1,4810
0,1,405,944,11524,0,9,0,1,5,0,1,0,0,0,1,5038
0,0,443,217,19088,0,13,0,1,7,0,1,0,0,0,1,2818
0,0,137815,283,39191,1,15,0,1,37,0,1,1,0,0,1,4012
0,0,18,0,78,1,10,0,1,14,0,1,0,0,1,1,2528
0,0,65,224,3130,1,11,0,1,5,0,0,0,0,0,1,3818
0,1,32,16,2194,0,14,0,1,8,0,1,0,2,0,1,1509
0,1,10,0,2673,1,12,0,0,14,0,1,0,0,0,1,4842
1,1,4799273,112,6765,0,12,0,0,13,0,1,0,0,0,1,4956
1,0,5115357,317,12449,0,8,0,0,7,0,1,0,0,0,1,4810
0,1,11,107,1509,1,10,0,0,5,0,1,0,0,0,1,4684
1,1,4175,1270,10729,0,14,0,1,15,0,1,2,0,0,1,3554
0,1,2,0,1584,1,13,0,1,15,0,1,0,0,0,1,3976
0,1,2295,1743,60860,0,11,0,1,12,0,1,0,2,0,1,2605
0,1,445,1824,18364,1,7,0,1,5,0,1,1,4,0,1,4457
0,1,3227,1077,1087,0,5,0,1,28,0,1,0,1,0,1,2436
0,1,374,4314,3994,0,11,1,1,15,0,1,0,0,0,1,4889
0,0,254,18,11944,0,7,1,0,15,0,1,0,0,0,1,3460
0,1,417807,441,5685,0,15,0,0,16,0,1,0,0,0,1,4854
1,1,19762,3834,811,0,12,0,1,10,0,1,1,3,0,1,4949
1,1,941275,2032,56964,0,12,0,1,13,0,1,0,0,0,1,4860
0,0,121,1,6076,1,15,1,0,15,0,0,2,0,1,1,1757
1,1,944415,927,52251,0,6,0,1,12,0,1,1,0,0,1,4259
0,1,36,61,1514,0,11,0,0,8,0,1,0,0,0,1,4903
1,0,1822769,249,612,0,12,0,1,13,0,0,0,0,0,1,3329
0,0,82907,85,70089,1,10,0,1,13,0,1,0,0,0,1,4527
0,1,125,770,6942,0,10,1,1,14,0,0,0,6,0,1,4515
1,0,1994164,383,23144,0,13,0,0,18,0,1,1,0,1,1,4860
0,1,127,462,1270,0,15,0,1,14,0,1,0,0,0,1,4642
0,0,0,0,286,0,11,0,1,12,0,1,0,0,0,1,2226
0,1,31,147,1796,0,10,1,1,4,0,1,0,0,0,1,3270
1,1,2015198,278,11850,0,11,0,1,4,0,1,0,0,0,1,4964
0,0,1365,975,66409,1,13,0,1,3,0,1,0,0,0,1,3200
1,1,61237,6901,137,0,6,0,0,11,0,1,0,0,0,1,5680
1,0,1587177,615,19771,0,11,0,0,12,0,1,0,0,0,1,4936
1,1,52357,806,18520,0,14,1,0,13,0,1,1,0,1,1,4767
0,1,2352518,226,22379,0,12,0,0,13,0,1,0,0,0,1,5290
0,0,193,261,79307,0,11,0,0,5,0,0,0,0,0,1,3012
0,1,785,3686,91685,0,12,0,1,28,0,1,1,0,0,1,4235
0,0,10,99,738,1,7,0,1,9,0,1,0,0,0,0,4612
1,0,1116791,40,375,0,11,0,0,17,0,1,0,1,0,1,3763
0,1,5,1,3116,1,8,0,1,7,0,1,0,0,0,1,3701
0,1,685,1125,50676,1,11,0,1,12,1,1,0,2,0,1,3601
0,0,38,2073,11,1,15,0,1,10,0,1,0,0,0,0,1999
0,1,2002,1817,4679,0,14,0,0,17,0,1,0,0,0,1,3962
0,0,1405,733,6638,0,15,0,0,29,0,0,0,0,0,1,3157
0,0,139,97,1913,0,9,0,1,6,0,0,0,0,0,1,2528
0,1,36,0,1957,0,14,0,0,3,0,0,0,0,0,0,4740
0,1,144,702,2938,0,11,1,1,14,0,1,0,0,0,0,4732
1,1,5860,2152,18547,0,12,1,0,27,0,0,1,0,1,1,4915
0,1,168,399,7234,0,7,0,0,15,0,1,0,0,0,1,1846
0,1,10,0,3089,1,9,0,1,19,0,1,0,0,0,1,3904
1,1,78814,611,23499,1,12,0,0,17,0,1,0,3,0,1,4411
1,1,3616606,2264,73088,0,10,0,1,13,0,1,2,1,1,1,4874
0,1,19,178,2447,1,9,1,0,7,0,1,0,0,1,1,3747
0,1,84,107,4279,1,15,0,1,17,1,1,0,0,0,1,4121
0,1,19,313,3330,1,7,0,1,13,0,1,0,0,0,1,4236
0,0,779,419,6779,0,11,0,0,7,0,0,0,0,0,1,3348
1,0,108540,561,9941,0,7,0,0,7,0,1,0,0,0,1,4860
0,1,918,1522,31607,0,10,0,0,17,1,1,0,7,0,1,4427
0,0,8,0,52,1,6,0,0,14,0,1,0,0,1,1,3907
0,0,1,0,184,0,13,1,0,13,0,1,0,0,0,1,2160
0,1,4,36,2833,1,15,0,1,20,0,1,0,0,0,0,3626
1,1,1990481,18258,26770,0,10,0,1,11,0,1,0,0,0,1,4940
0,0,8,17,3438,1,6,0,0,6,0,0,0,0,0,0,4672
0,0,682,442,32154,0,14,0,1,5,0,1,0,0,0,0,3739
0,0,70,71,3159,0,12,0,0,18,0,0,0,0,0,1,4820
1,0,684996,5,3595,0,13,1,1,2,0,0,0,0,0,1,4190
1,1,44237,684,6840,0,10,0,1,9,0,0,0,0,0,1,4116
1,1,6725,654,10740,0,10,1,0,10,0,1,0,0,0,0,2563
0,1,163901,8371,36342,0,15,1,1,15,0,1,0,0,0,1,4854
0,1,572,468,73779,0,15,1,0,7,0,0,0,0,0,1,3539
0,1,32,185,643,0,9,0,0,7,0,1,0,0,0,0,4721
0,1,292286,302609,231235,0,10,0,1,10,0,1,0,0,1,1,3911
0,0,328,136,14412,1,9,1,0,11,0,1,0,0,0,0,4846
0,1,32,0,1259,1,15,0,1,13,0,1,0,0,0,1,2227
0,1,2,1,2894,1,13,0,0,9,0,1,0,0,0,0,3766
0,1,285,264,2702,0,11,0,0,6,0,0,0,0,0,0,2038
0,1,106,226,1002,0,14,0,1,11,1,1,0,0,0,1,3975
0,0,159,116,995,0,9,0,0,10,0,1,0,0,0,1,4871
1,1,3962328,1063,21970,0,11,0,1,4,0,1,1,1,0,1,4912
0,0,9,63,3193,1,10,0,0,10,0,0,0,0,0,0,3814
0,0,1738,2942,20035,0,11,0,0,11,0,0,6,1,0,1,3228
0,0,728,403,20153,0,10,1,0,7,0,0,1,0,0,1,3086
0,1,4,138,3345,1,6,0,0,10,0,1,0,0,0,1,4274
0,1,3256,3775,11904,1,10,0,0,11,0,1,0,0,0,1,4037
0,0,6,0,219,1,12,1,1,6,0,1,0,0,0,0,3813
1,1,2516673,2350,5339,0,11,0,1,12,0,1,1,0,0,1,4616
0,1,859,697,26420,0,11,0,0,4,0,0,0,0,0,1,4232
0,1,3749,5000,44475,0,7,0,0,13,0,1,0,0,0,1,5658
